2019-04-15 00:00:00,101.00411944264448
2019-04-15 01:00:00,122.69593775192526
2019-04-15 02:00:00,128.509836237216
2019-04-15 03:00:00,124.41338205831705
2019-04-15 04:00:00,143.44006661675286
2019-04-15 05:00:00,142.93061224236953
2019-04-15 06:00:00,156.54665903827868
2019-04-15 07:00:00,107.80740005451008
2019-04-15 08:00:00,104.58286950019496
2019-04-15 09:00:00,75.49818647133563
2019-04-15 10:00:00,56.54684833567761
2019-04-15 11:00:00,48.74036140086345
2019-04-15 12:00:00,27.846191636570346
2019-04-15 13:00:00,32.9034819005812
2019-04-15 14:00:00,39.820171447976016
2019-04-15 15:00:00,36.1243824677611
2019-04-15 16:00:00,51.57588611265558
2019-04-15 17:00:00,68.3208988896751
2019-04-15 18:00:00,95.57050096148079
2019-04-15 19:00:00,109.89968696886102
2019-04-15 20:00:00,112.12623449710985
2019-04-15 21:00:00,122.85073209850867
2019-04-15 22:00:00,131.2297137039649
2019-04-15 23:00:00,116.60378051972847
2019-04-16 00:00:00,141.83822850249987
